,0
2670,"Gute Würze , schöne Spundung , süßliche Anklänge ."
2671,"Mir persönlich ist es etwas zu viel Süße ( driftet mitunter ins Schmierige ab ) , wobei man das bei Export erwarten kann ."
2672,"Insgesamt aber ein harmonisches , süffiges Export , dem auch der Hopfen nicht abhanden kommt ."
2673,Ist mir definitiv lieber als der helle Gustl auch wenn ich es gerne noch etwas würziger hätte ( das bietet z. B. das Oktoberfestbier ) .
2674,Ein sehr gutes Bier .
2675,Sehr süffig und läuft runter wie Öl .
2676,Ich für meinen Geschmack finde es noch um eine gute Note besser als das Lagerbier von Augustiner .
2677,Wenn Münchner Bier dann dieses .
2678,"Geht rein , aber vergisst man schnell ."
2679,"Gefällig süffig , etwas stumpf , malzig , hinten rasu mir zu süß und fast labberig ."
2680,Hopfen fehlt mir viel zu sehr und für den Alkoholgehalt ist das Bier fast zu dünn .
2681,"Augustiner "" Edelstoff "" aus München : Was macht dieses Bier so verdammt erfolgreich ?"
2682,"Abgefüllt wird dieses Untergäriges Vollbier in der kultigen 0,5 l -Euro-Flasche ."
2683,"Das Etikett wurde seit "" 100 "" Jahren nicht mehr angefasst ."
2684,Die Optik stimmt : ein schönes goldgelb und eine durchschnittliche Schaumkrone .
2685,Malzig süß präsentiert sich der Geruch .
2686,"Der Antrunk gestaltet sich ziemlich süffig , was ja auch so gewünscht ist ."
2687,"Der Geschmack ist gar nicht so schlecht . : mild , angenehm malzig , leicht gehopft und spritzig . , aber ohne groß mit eigenen Aromen aufzutrumpfen ."
2688,"Man schmeckt etwas Hopfen , das Malz ist ganz ok und die Kohlensäure , wie gesagt , ist dominant ."
2689,"Ja , das ist schon fast alles !"
2690,"Wenn ich den Namen "" Edelstoff "" lese , möchte ich ein Bier schmecken , was wie früher gemundet hat ."
2691,"Das Augustiner Edelstoff ist ein qualitativ hochwertiges , geschmacklich aber durchschnittliches , in Massen produziertes Bier ."
2692,Es schmeckt langweilig .
2693,"Nichts spannendes passiert , keine besonderen Aromen stechen hervor ."
2694,"Es fehlt das Kernige , das würzige , eben das , was ein leckeres Exportbier ausmacht !"
2695,Es schmeckt einfach zu einfach .
2696,Da das Augustiner Lager Hell mir nicht so munden wollte versuche ich es jetzt mal mit dem Edelstoff der Münchner Brauerei .
2697,Auch hier habe ich es mit einer Euroflasche zu tun .
2698,Die Aufmachung wirkt auf mich alles andere als gelungen .
2699,Aber es geht ja mehr um den Inhalt der Flasche .
2700,"Das Bier hat 5,6 % Alkohol und ist ein helles Exportbier ."
2701,"Es ist sehr hell , blank filtriert und hat einem gemischtporigen Schaum ."
2702,Es riecht etwas nach Malz .
2703,Der Antrunk gestaltet sich säuerlich und schwach malzig .
2704,Malzige Süße ist kaum zu schmecken .
2705,Die kommt erst im Nachtrunk zusammen mit dem dezenten Hopfenaromen heraus .
2706,Der Edelstoff ist für mich jetzt auch keine Offenbarung .
2707,Aber ein durchaus süffiges Alltagsbier .
2708,Mir schmeckt es deutlich besser als das Lager Hell und wäre im Fall des Falles das Bier meiner Wahl .
2709,Ein süffiges Bier mit viel Kohlensäure .
2710,Das Bier ist im Antrunk schwach hopfig .
2711,Süßlicher Körper durch die Kohlensäure .
2712,"Ein runder Tropfen , es wirkt als würde das Bier von seiner Süße domioniert und leichte Malz- und Hopfenspitzen gut abgechwätzt dazu gegeben ."
2713,"Das Etikett finde ich persönlich etwas unpassend , irgendwie würde dem Bier blau besser stehen ."
2714,Etikett erinnert an ein mittelalterliches Wappen .
2715,"Sieht edel aus ( muss ja auch so sein bei einem Edelstoff ;-) Goldgelbe Färbung , schöne Krone und durchschnittliche Perlung ."
2716,Es schmeckt ausgezeichnet .
2717,"Würzig , prickelnd , erfrischend , leicht getreidig ."
2718,"Das Etikett der € uroflasche ist mit seiner goldunterlegten Mittelaltergraphittyart nicht ganz so häßlich und jahrmarktschreierisch wie der "" Papageienmönch "" auf dem Hell ..."
2719,"Geschmacklich ist der selbstbelorberte "" Edelstoff "" jedoch keinesfalls besser ."
2720,"Blubberblasenschaum der "" im nu "" wieder verschwunden ist und geschmacklich ähnelt es eher einer getreidehaltigen Apfelschorle , als einem "" edlen Bier "" ! ... keinerlei Würze und ziemlich fade ."
2721,Vielleicht lagen beim Brauakt ja doch ein par Hopfenblätter in der Nähe ?
2722,Laut Etikett soll ja wohl irgendwie Hopfen drin sein nur schmecken tu ich keinen ... ???!
2723,"Was ( und wenn , wieviel davon ) sollte denn das für eine Sorte sein ?"
2724,"Da bei Augustiners prinzipiell auf Rückenetiketten verzichtet wird , muß man zur Rezeptur dann halt auch nicht viel schreiben ."
2725,"Wohltuend erfischendes Bier , süffig und bekömmlich , harmonisch im Geschmack ."
2726,Etwas fade und muffig .
2727,Man wird es schnell leid .
2728,"Steht Edelstoff drauf , ist eher guter Durchschnitt drinn ."
2729,Gut gemeinte 6 / 10. Oans Zwoa Gsuffa
2730,Immer wieder ein Genuss .
2731,Aber es gibt noch bessere
2732,Der Name steckt die Erwartungen ziemlich hoch .
2733,Naja .. warten wir mal ab !
2734,Das Bier ist goldgelb und glasklar .
2735,Die Blume ist im Grunde auch sofort wieder verschwunden .
2736,Es riecht nur nach Hopfen .
2737,Geschmacklich finde ich es leider etwas leer .
2738,Der Antrunk perlt fein auf der Zunge schmeckt aber ziemlich fad .
2739,Auch der hopfige Nachtrunk ändert das leider nicht :( !
2740,"Mir persönlich ist das stinknormale Helle vom Augustiner lieber , wenngleich der Edelstoff kein schlechtes Bier ist ."
2741,Aber : Schädlwehgefahr ab der ersten Halbe !
2742,Edelstoff - edles Etikett - edler Geschmack ?
2743,"Die Schaumkrone überzeugt schonmal nicht , zwar recht viel Kohlensäure , aber die Bläßchen zerfallen schnell wieder ."
2744,Geruch ( schön hopfig ) und die kräftige Gelbe Farbe überzeugen da schon wesentlich mehr .
2745,"Das Bier ist geschmacklich leider nicht so "" edel "" wie erwartet ."
2746,"Zwar schmeckt es schön hopfig ( laut zutaten wird echter Hopfen verwendet ) , doch es fehlt dem Bier an Tiefe , und einer schönen Entfaltung ."
2747,"Dafür kann man es aber trinken wie Wasser , es wirkt doch recht dünn ."
2748,"Alles in allem kein schlechtes Bier , auch wenn es meinen Erwartungen nicht gerecht wurde ."
2749,Augustner gibt es bei uns in Sachsen in den normalen Handelseinrichtungen nicht zu kaufen .
2750,"Ich stufe diese Biere deshalb mal als "" Regionalbier "" ein ."
2751,"Um so erstaunter war ich daher , daß Augustiner auf dem Bierbasis-Portal hier so gut bewertet ist ."
2752,Ich wollte es daher unbedingt mal proBIERen ...
2753,"Extra deswegen haben wir letzten Samstag beim Ausgehen einen Abstecher in den vordergründig von Tagestouries besuchten "" Augustiner Bierkeller "" an der Frauenkirche ( DD ) gemacht ."
2754,"Münchner Bier ist eine geschützte regionale Herkunftsbezeichnung , habe ich dort erfahren ."
2755,"Nun ja , das Bier sieht sehr gut aus und hat schönen ganz feinen beständigen Schaum ."
2756,"Es schmeckt etwas sauer-fruchtig , doch schon vollmundig ... aber irgendwie fehlt etwas , kein bisschen Hopfenbittere , so wie wir das hier mögen ."
2757,"Es ging gut runter und schmeckt auch nicht direkt schlecht , aber nach dem 2. dürstete es uns nach "" Pils-Würze "" und wir wechselten das Lokal ."
2758,Kopfweh !!!
2759,Vom Fass eines meiner Top 5 Biere .
2760,Aus der Flasche immer noch eines der besten Biere in Bayern .
2761,"Unglaublich milder Antrunk , weiches Brauwasser umschmeichelt die Lippen ."
2762,Der malzig-würzige Charakter des Edelstoffs bleibt lange im Rachen .
2763,Der Hopfen bleibt dezent im Hintergrund aber präsent .
2764,"Daumen hoch und "" noch a Mass ! """
2765,"Der Name ist Programm , ein edles und gutes Bier ."
2766,"Im Glas eine helle Farbe , leider wenig Schaum ."
2767,"Der Geruch ist malzig , Der Geschmack ist würzig , vollmundig und leicht süßlich ."
2768,"Ein leckeres , süffiges Bier , könnte noch etwas spritziger und erfrischender sein ."
2769,LG
2770,Irgendwie bin ich bei dem Edelstoff zwiegespalten .
2771,"Es ist ein tolles Bier aber nicht das , was meinen vollen Geschmack trifft ."
2772,Aber sind wir fair .
2773,"Es ist im Glas sehr sehr hell , eine feine , recht stabile Krone ."
2774,Es riecht sehr malzig und süß .
2775,Im Antrunk kommt es mit einem sehr schlanken Körper daher und die angenehme Kohlensäure ist sehr überzeugend .
2776,"Geschmacklich ist es sehr süß , wenig herb ."
2777,Das fehlt mir einfach .
2778,Aber insgesamt ist es sehr rund und ausgewogen .
2779,Für den Sommer im Biergarten sicher ideal und da gehen auch mal 2 - 3 mehr .
2780,Edles Exportbier !
2781,Augustiner macht hier seinem Namen einmal mehr alle Ehre .
2782,Nach dem Eingießen sieht man eine helle Farbe und sehr feine Kohlensäure .
2783,Dieser feine Geschmack mit ausgeglichenen Noten der Prägung wird dann auf der Zunge ein würziges Erlebnis .
2784,Kurze Genießerstille für den Nachtrunk .
2785,"Ahhh ein angenehmer Biergeschmack bleibt , so sollte Bier sein , tolle Sache !"
2786,Weiterhin ist das Label besonders gut .
2787,Gesamturteil : Sehr gut !
2788,"Die vielen und unterschiedlchsten Bewertungen / Geschmäcker bringen mich jedoch nicht davon ab , dieses Bier als hervorragend zu bezeichnen ."
2789,Die Münchener bezeichnen es als ihr Bestes .
2790,"Obwohl ich Franke bin , kann ich mich ihrem guten Biergeschmack nur anschließenl Die erste Bekanntschaft mit diesem Bier begann in einem Getränkemarkt im Bayerischen Wald . in der Mittagspause einer Geschäftsreise ."
2791,Nahm mir spontan ganz einfach einen Kasten mit nach Hause .
2792,Das war vor 20 Jahren .
2793,"Seitdem darf dieser Edelstoff ein keinem "" Mischkasten "" mehr fehlen ."
2794,"Wenn ich in München bin , kehre ich immer in einer Speisegaststätte ein , in der es auch ein Augustiner Edelstoff vom Faß gibt ! ."
2795,"eines der besten Biere für den Sommer im Biergarten ! löscht den Durst , ist erfrischend , der Schaum hält sich lange , ein wenig herb aber sehr süffig !"
2796,Farbe : Hell wie ein Pils .
2797,"Antrunk : Keine Vollmundigkeit , eher pap süß ."
2798,"Abgang : Treberbrotartiger Geschmack , wie ein Alterungsaroma ."
2799,Hopfen nehm ich auch nicht wahr .
2800,Fazit : Genusswert-4 -Edel entäuschend .
2801,"Mein Fall ist der Edelstoff nicht , was nicht heißt , daß es ein schlechtes Bier wäre Mir fehlt die Spritzigkeit und Herbheit eines Pils , andererseits ist es gegenüber einem Hellen deutlich hopfenbetonter aber für mich weniger leicht trinkbar ."
2802,"Wer diese Mischung sucht , dem wird es aber bestimmt gut schmecken ... 31. 10. nach weiteren Versuchen Wässrig , unausgewogen ."
2803,Kommt mir so schnell nicht mehr ins Glas !
2804,Wohlgemerkt bezieht sich dies auf Flaschenbier .
2805,Vom Faß ist evt . eine andere Sache ...
2806,"Und , der unverschämte Preis für einen Kasten Bier ist in der Bewertung nicht berücksichtigt ."
2807,"Fazit : Premium ist nur der Preis , nicht das Bier !"
2808,"Auffallend wenig Krone , ausgeglichene Bittere und Hopfen ergeben ein süffiges und würziges Export , welches trotz der 5,6 % einen wässrigen Eindruck hinterlässt ( siehe nikes1988 ) ."
2809,"Wow , was für ein Bier ."
2810,Macht seinem Namen alle Ehre .
2811,"Optik und Haptik : Schöne Flasche , edles Etikett , so muss das ."
2812,Hellgelb und fast kein Schaum .
2813,"Trinkverhalten : Von Beginn an bis zum Ende ein malzig würziger Geschmack , leicht süßliches Aroma und wenig herb ."
2814,Im Nachtrunk ebenfalls sehr würzig und vollmundig .
2815,Schmeckt noch lange angenehm nach .
2816,Homogenes Getränk nach hoher Braukunst .
2817,Die Kohlensäure ist genau richtig - weder zu viel - noch zu wenig .
2818,Prickelnd erfrischend nach .
2819,"Nebenwirkungen : Die einzige Nebenwirkung : mehr , mehr ! ."
2820,MEHR !!!
2821,Aufstoßen : Der Rülps ist angenehm malzig und hallt noch lange in noch so großen Räumen nach .
2822,Top .
2823,"Schmeckt imo besser als das Augustiner Lagerbier , welches mir zu mild ist ."
2824,"Der Edelstoff schmeckt leicht herb , würzig & sehr erfrischend ."
2825,Das Label find' ich sehr schick .
2826,"Man hat das Gefühl , etwas Edles & Wertvolles in den Händen zu halten ."
2827,Dafür zahl' ich gerne etwas mehr .
2828,"Den etwas höheren Alkoholgehalt schmeckt man nicht raus , aber man merkt ihn schon nach 2 Flaschen ."
2829,Ich hatte am nächsten Tag leichte Kopfschmerzen .
2830,"ein Bier , wie es sein soll ."
2831,"Etwas stärker , schön hopfig , nicht so angepasst , saugut und süffig ."
2832,"Und lässt sich sehr gut trinken , sehr vollmundig und immer wieder gern getrunken ."
2833,Auch aus der Flasche ein Genuss .
2834,"Hatte ich schon ne Weile nicht mehr , also hab ichs mir heut mal wieder gezogen ."
2835,Und es riecht so wie aus der Erinnerung .
2836,Satt malzig und fein hopfig .
2837,"Was dieses Bier vom klassischen starken Export / Märzen unterscheidet , ist die Rezenz und die Textur ( meiner Meinung nach ) ."
2838,"Es ist brotig , malzig , süßlich , ... und wässrig !"
2839,Das ist der Nachteil an diesem Bier .
2840,Die Wässrigkeit .
2841,Der Körper steht eine Sekunde auf der Zunge und verschwindet sofort ohne Nachklang ...
2842,"Ein Bier , das nicht so "" satt "" macht wie andere in dieser Umdrehungsklasse ."
2843,Nachteil oder Vorteil ?
2844,Mein Kopf wird es mir morgen verraten ..
2845,Neuverkostung Geruch getreidig und kernig .
2846,"Satt malzig , ein wenig säuerlich ."
2847,Wie seit Jahren gewohnt .
2848,"Diesmal wird's schon im Antrunk wässrig , sehr seltsam ."
2849,"Mir ist , als ob dieses Bier mit der Zeit immer wässriger und unwürziger wird ."
2850,"Mir ist einfach nicht begreiflich , wie ein solch körperloses alkoholreiches Bier für so viel Hype sorgen kann .... sicherlich schmeckt es immer noch nicht schlecht , aber es gibt sooooo viel bessere Export / Märzen / Helle , die viel mehr Charakter haben ."
2851,Der Edelstoff eignet sich aufgrund seiner Gleitfähigkeit und des erhöhten Alkoholgehalts eigentlich nur zum schnellen Delirium .
2852,"Ich werte es hiermit ab , um mal einen Kontrast zu setzen und "" gegen den Strom zu schwimmen "" ."
2853,Es ist mir zu mild und zu wenig spritzig .
2854,Ich habs probiert und bleibe beim Pils .
2855,"der edelstoff ist für mich die referenz wenn es um bayrische helle geht . der schaum ist sehr hell und hält sehr lange . sieht fast aus , als schwebe der schaum auf dem bier . das bier ist sehr hell . der antrunk ist sehr würzig und vollmundig . deutlich mehr hopfen als beim normalen hellen . allerdings sehr wohl dosiert . nicht zu bitter und nicht zu mild . im abgang kommt dann das malz sehr gut durch . einfach top top top . selten ein besseres bier getrunken . wegen diesem bier hat augustiner einen so exzellenten ruf ."
2856,"Das Augustiner Edelstoff ist ein sehr bekanntes und beliebtes , ja schon fast vergöttertes Bier aus München ."
2857,"Das Bier in der mittlerweile immer seltener werdenden Euro-Flasche ist bundesweit bekannt , selbst in Berlin trinkt man gerne Augustiner ."
2858,"Auch bei mir in Nürnberg merkt man die Beliebtheit des Augustiner deutlich : Wann immer jemand Augustiner zu einer Feier mitbringt , wird er mit "" Ahhh "" und "" Ohhh "" und großer Begeisterung empfangen ."
2859,"So viel also mal zum Hintergrund - und nun zum eigentlichen Bier : Das Augustiner Edelstoff ist klar und hell , die eher durchschnittliche Schaumkrone hält nicht besonders lange an ."
2860,"Der Antrunk ist recht frisch und leicht würzig , die etwas süßlichen Malzaromen sind zunächst recht dezent , bauen sich dann aber langsam bis zum Abgang hin auf ."
2861,"Dominierend ist bei diesem Bier auf jeden Fall der Mix aus Würzigkeit und Süße , insgesamt jedoch sehr mild und ziemlich süffig ."
2862,Bemerkenswert ist die meiner Meinung nach sehr gering ausfallende Herbe im Abgang .
2863,"Man erwartet einen typsichen hopfigen Nachgeschmack , doch dann kommt erstmal gar nichts - man muss schon sehr genau "" hinschmecken "" , und die milden Hopfenaromen zu spüren ."
2864,"Das ist aber keineswegs schelcht - für ein Münchner Helles muss das ja auch genau so sein , denn zu viel Hopfen im Abgang bremst den Bierkonsum im Bierzelt ja schließlich aus ."
2865,"Abschließend lässt sich sagen , dass das Augustiner Edelstoff auf jeden Fall ein deutliche Spur besser ist als das normale Augustiner Helle ."
2866,"Dies liegt ganz klar an der höheren Stammwürze des Edelstoffs ( der Alkoholgehalt ist übrigens auch etwas höher ) , die sich aber keinesfalls nachteilig auf Süffigkeit und Bekömmlichkeit des Bieres auswirkt ."
2867,"Was mir gegenüber dem Hellen sehr positiv aufgefallen ist , ist die Tatsache , dass beim Edelstoff auch kaum etwas vom seltsamen Fruchtsaft-Aroma zu spüren ist ."
2868,"Alles in einem ist das Augustiner Edelstoff ein typisches , klassisches Münchner Bier und geradezu perfekt für einen entspannten Biergartenbesuch ."
2869,"Im Übrigen hat Augustiner Bräu einen sehr großen , schönen Biergarten in der Nähe des Bahnhofs in München - hier sollte man sicherlich mal vorbeischauen , wenn man im Sommer die bayerische Landeshauptstadt besucht ."
2870,"Ich persönlich war leider nur im Winter dort , da war natürlich gar nichts los und alles abgebaut ."
2871,Ein gut ausgewogenes Export .
2872,"Der Abgang enttäuscht mich ein wenig , der gute Geschmack verschwindet doch recht schnell im Mund ."
2873,Insgesamt aber ein feines Bier .
2874,"War nicht so meins , schmeckt nicht besonders würzig , ja sogar leicht metallisch ."
2875,"Aber vielleicht kam das durch den etwas "" schüttligen "" Transport im Zug ."
2876,Ansonsten die Augustiner-Brauerei top .
2877,"Schön süffig und würzig , die perfekte Mischung aus Herb und Wüzig ."
2878,Zudem sehr Erfrischend .
2879,Eine Empfehlung wert !
2880,"Hell , malzbetont , typisch Münchner Hell , Immer das erste Bier was ich in München trinke"
2881,Schön herb leicht fruchtig schön prickelnd Einfach schön
2882,Jaaa !
2883,So soll ein Export schmecken !
2884,Für mich kommt immer noch kein Bier in dieser Klasse an den Edelstoff dran - und das seit meiner Jugend !
2885,Echt ein äußerst seriöses Getränk .
2886,Hält gut die Waage zwischen herben und würzigen Noten .
2887,"Im Abgang leicht säuerlich , allerdings nicht zu aufdringlich und damit nicht unangenehm ."
2888,Sehr süffig .
2889,Die würze am anfang und die leichte herbe versprechen ein wunderbares Getränkeerlebnis .
2890,Ein herber Geruch strömt einem aus dem Glas entgegen .
2891,"Das Bier läuft sehr gut , hat keinen unangenehmen Nachgeschmack und die 5,6 % schmeckt man Null ."
2892,Süffig .
2893,"Nach zwei weiteren Verkostungen : Riecht alkoholisch , schmeckt wie Stebu , ist aber deutlich teurer ."
2894,Zur Seite .
2895,Wohl eines der besten Exportbiere .
2896,Sehr ausgewogen und vollmundig mit guter Balance zwischen Herbe unf Süße .
2897,Gut dosierte Malzigkeit .
2898,Der Frauenversteher ! ... und das schreibt ein Dortmunder Junge !!!
2899,"Intensivere Restsüße als das Lager , weniger ausgewogen , insgesamt kräftiger mit mehr Ecken und Kanten , im Nachtrunk leich säuerlich ."
2900,Gut zu einem kräftigen Essen
2901,Sehr lecker .
2902,Schön mild .
2903,Guter Edelstoff !
2904,Sehr schönes Exportbier .
2905,Milder Antrunk .
2906,Leicht süß und hopfig im Nachgeschmack .
2907,Gefällt mir sehr gut .
2908,Schön mild und etwas malzig im Antrunk und hinten raus dann schön hopfig .
2909,Ein rundes Bierchen für den Fernsehabend .
2910,"Ich stimme Peter-Gunz vollkommen zu , das Label bedarf mal einer Überarbeitung ."
2911,Ich mag es überhaupt nicht .
2912,Starkes Bräu einer Münchner Traditionsbrauerei .
2913,Bestes Produkt im Hause .
2914,Deutlich goldgelbe Farbe mit geduldiger Blume .
2915,Langanhaltende Malzwürze mit hopfigem Unterton .
2916,"Genussvorzug frisch gezapft , denn die Flasche lässt nach ."
2917,Ich bevorzuge die Halbe vor der Mass .
2918,"Mit Vorsicht geniessen , denn dieses Prachtbier hat es in sich ."
2919,Hervorragender Begleiter zur Hax'n oder zum Schweinsbraten .
2920,Passt m. E. nicht zur Weißwurst .
2921,Das Label sagt genau das aus was es soll .
2922,Hier Trinkst du richtig .
2923,Hier wird nix verändert was gut läuft .
2924,Klassiker im Kühlregal .
2925,Das Edelstoff ist etwas Hopfiger als das Helle .
2926,Kommt einem Lager gleich .
2927,Leichter Trinkwiederstand stellt sich ein .
2928,"Ui , ich hab das Augustiner Edelstoff noch nicht bewertet ?"
2929,Dann los ...
2930,"Also , am Label könnte man mal nen Rotstift ansetzen ."
2931,Das schreit ja nach nem Make-Over .
2932,Ansonsten bitte alles so lassen .
2933,Ein großartiges Bier - auf jeden Fall perfekt für den Sommer .
2934,"Schön süffig , eher süßlich ."
2935,Leider bei übermäßigem Verzehr auch eine gewisse Kopfschmerzgefahr !
2936,Ansonsten aber großartig .
2937,"Dieses Münchner Bier durfte ich auf einem Geburtstags-Nachtreffen probieren , leider aus der Flasche ."
2938,"Es hat einen feinherben Antrunk und versprüht eine gewisse Süffigkeit , die es wirklich angenehm machen ."
2939,"Über die Flasche wird mir allerdings klar , warum ich solch hellen Biere lieber vom Fass trinke : Die Fadheit nimmt zu , was der Erfrischung stark entgegenwirkt ."
2940,Trotzdem gern wieder !
2941,Ein gut gemachtes Münchner Vollbier - das nicht nach Massenware schmeckt .
2942,Immer wieder gerne .
2943,"Würziger Einstieg , dann im Nachgang sehr hopfenbetont und kräftig ."
2944,Für Bierkenner die es deftig mögen und zu zünftigen Speisen wie Braten oder Spanferkel geeignet .
2945,"In Maßen zu geniessen , da etwas höherer Alkoholgehalt ..."
2946,Ein sehr gutes Bier einer meiner Favoriten
2947,Der Augustiner Edelstoff ist definitiv nichts für Leichtbiertrinker .
2948,Ich finde es schon ganz schön herb & würzig .
2949,Auch der bittere Nachgeschmack bleibt relativ lange am Gaumen haften .
2950,Komischerweise bekommt man relativ schnell einen Schädel am nächsten Tag .
2951,Hauptkaufargument : die superedle Optik der Flasche .
2952,"Geschmacklich finde ich es ein wenig zu penetrant - mehr als zwei Flaschen sollte man sich nicht zu Gemüte führen , wenn man am nächsten Tag früh raus muss !"
2953,"Lecker aber Kopfschmerzenbier , was mir mehrere Freunde bestätigen konnten"
2954,"Ungewöhnlicher Geschmack für ein Exportbier , aber oberlecker !"
2955,tasty but also too much taste of alcohol .
2956,Augustiner did far better once ...
2957,Eines der besten Biere der Welt .
2958,"Was den Kater angeht , hab noch nie einen nach etlichen Gläsern gehabt ."
2959,So edel wie die Pulle selbst .
2960,Fühlt sich an wie ein Zepter in der Hand .
2961,Das perfekte Bier für besondere Anlässe .
2962,"Schade , dass es keine 0 , 3er Flaschen gibt ..."
2963,Meine Einstiegsdroge was Vollbier angeht .
2964,"Sehr gutes Bier , allerdings trinke ich Inzwischen das Augustiner Helle deutlich lieber ."
2965,Dennoch überdurchschnittlich gutes Bier !
2966,"Kennt jeder , schlägt man nicht aus ...."
2967,"Wer es nicht kennt , unbedingt probieren !"
2968,Ein einziger Kompromiss !
2969,"Wenn man es allen irgendwie recht machen will , sind am Ende alle nicht richtig zufrieden ."
2970,"Außer die , die glauben mit Krombacher ein gutes Bier oder gar ein gutes Pils zu trinken ."
2971,"Keine Frische , keine Würze , kein Hopfenduft , kein Abgang , der Lust auf mehr macht ."
2972,Alles ist irgendwie nur angedeutet .
2973,"Nicht richtig schlecht , aber soooooooo langweilig !"
2974,Da trink ich lieber einen Becher Felsquellwasser ( was immer das sein soll ) und danach ein richtiges Bier .
2975,Prost !
2976,Ein Industriebier der MIttelklasse
2977,Mainstream Bier
2978,Ein sehr langweiliges Standard-Pils .
2979,"Kann man trinken , muss man aber nicht ."
2980,"Stammbier / Heimatbier / Alltagsbier - das Krombacher ist , wie das Veltins auch , eines meiner Alltagsbiere und reiht sich in der "" industriellen Braukunst "" vorne mit ein ."
2981,Im Gegensatz zum Veltins ist es eine Spur würziger .
2982,"Im Blindtest leider gegen "" Billigbiere "" versagt ."
2983,Geschmacklich nicht allzu herb für ein Pils und überraschend wässrig .
2984,"Kurz gesagt : Sehr enttäuscht ein doch eher "" edeleres "" Bier mit einem gehobeneren Image ( So habe ich es bisher aufgefasst ) so schwach zu sehen ."
2985,"Kein schlechtes Bier , jedoch leider im unteren Mittelfeld der norddeutschen Biere"
2986,""" Nicht Fisch , nicht Fleisch "" , beschreibt das Krombacher aus meiner Sicht am Besten ."
2987,"Keine Herbe und kein intensiver Geschmack wie bei nordischen Bieren , aber auch nicht süffig wie ein Warscheiner ."
2988,Kann ich wenig mit anfangen .
2989,Besser als der Ruf .
2990,"Schade , dass es hier vielen so schwer fällt , einfach mal die Qualität des Bieres zu bewerten , die ist nämlich nicht schlecht ."
2991,Einfacher Industriemüll gesponsert vom Weltausberuter- u. Vernichtet Nestlé .
2992,Das wäre ein Bier für die Grünen !!!
2993,Reiche und langlebige Schaumkrone .
2994,In der Nase sehr dezent und fast neutral mit leicht getreidig-malzigen Aromen .
2995,"Im Geschmack für ein Pils sehr mild , insbesondere im Antrunk und in der Mitte ."
2996,"Leicht malzig und getreidig , im Abgang macht sich dann doch noch der Bitterhopfen durch eine dezente Bittere bemerkbar , die am Gaumen für einige Zeit haften bleibt ."
2997,"Durchaus gut trinkbar , aber insgesamt wirklich enttäuschend und langweilig ."
2998,"Ekelhaft süßes Gebräu , was den Namen Pils absolut nicht verdient ."
2999,wirklich das geilste Bier
3000,... nur weil's reduziert war .
3001,Ablaufzeit in gut 2 Wochen .
3002,Hab ich tatsächlich noch nie getrunken und auch nie Lust drauf ...
3003,"Werde selbstverständlich eine subjektive faire Wertung abgeben ohne Vorurteile , wie ich es immer vorhabe ."
3004,Eingeschänkt schaut es schon mal nicht wirklich pilstypisch aus .
3005,"Es ist altgolden in der Farbe , die Schaumkrone gibt nur ein kurzes Stelldichein ."
3006,"Der Geruch kommt dem nach , es riecht eher wie ein Helles oder Export ."
3007,Der Antrunk ist nichtssagend und geht in eine malzige Süße über .
3008,Da schaue ich nochmal auf's Etikett : ja es ist das Pils !
3009,"Obwohl Hopfen und Extrakt beigemengt sind , finde ich keine Bittere hier , erst beim ersten Bäuerchen eine leichte Hopfennote ."
3010,Also jetzt bereue ich fast meine Bemühung um eine ernsthafte Bewertung .
3011,"In meinen Augen ein verwässertes österreichisches Märzen oder ähnliches , aber im Leben kein Pils ."
3012,"Unfassbar , dass jemand das als Pils einkaufen mag. 3 Öffner und zum Glück nur 2x 0,33 l Fläschchen aus der Grabbelbox genommen ."
3013,"Ich kann nix schlechtes über das Pils sagen , trinke es schon seit Jahren Waldstadion , hat mich schon über einige Niederlagen hinweggetröstet und schöne Siege mit mir gefeiert ."
3014,Sieht pilstypisch aus und ist gut trinkbar .
3015,Ich gebe dem Bier 5 von 10 Öffner
3016,"Das Krombacher Pils steht hellgelb im Glas , die Schaumkrone ist mittelporig und lang anhaltend für ein Pils ."
3017,Das Etikett hält sich in weiss mit goldenem Rand .
3018,"Der Geruch erinnert mich eher an ein helles und ist malzig , getreidig ."
3019,"Der Antrunk gestaltet sich , wie der Geruch schon vermuten lässt recht malzig ."
3020,"Im Mittelteil sind Getreidenoten schmeckbar , der Abgang ist nicht wirklich hopfig ."
3021,Ist für mich eher ein Helles als ein Pils .
3022,Fazit : Trinkbar ohne groß aufzufallen .
3023,Für meine Begriffe nur Mittelmaß !
3024,Das bei uns beliebteste Bier schmeckt mir überhaupt nicht .
3025,"Es versucht allen gerecht zu werden , deshalb ist es weder herb , frisch , fruchtig , malzig ..."
3026,Aber dafür langweilig !
3027,"Leuchtenburg Feb. 19 - Kann man gut trinken , wenn's mal etwas süßer sein soll ...."
3028,Muss aber kalt sein .
3029,Sieger des Sauerland Vergleichs zum Anlass des Nichtreinfeierns beim Julianmann
3030,Die Farbe ist hellgelb-blankfiltriert .
3031,"Schmale weiße Blume vorhanden , die sofort verschwindet ."
3032,Der Antrunk ist übertrieben malzig-süß .
3033,Durchschnittlich karbonisiert .
3034,Der Mittelteil ist überwiegend wässrig und schlank .
